,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
1575.0,52,0,208137,14,11,6,5,1,3,1,0,0,40,22,2
1576.0,38,1,257250,12,9,1,0,4,3,1,0,0,52,22,2
1577.0,24,2,147253,10,10,1,9,4,3,1,0,0,50,22,2
1578.0,32,5,244268,13,13,1,6,4,3,1,0,0,50,22,2
1579.0,72,6,213255,12,9,2,8,4,3,2,0,0,8,22,2
1580.0,26,0,266912,12,9,6,3,1,3,1,0,0,50,22,0
1581.0,31,0,169104,13,13,1,3,0,0,1,0,0,40,26,2
1582.0,29,0,200511,13,13,6,3,1,3,1,0,0,50,22,2
1583.0,39,0,128715,12,9,5,5,4,3,1,10520,0,40,22,0
1584.0,48,1,65535,12,9,6,0,1,3,1,0,0,50,22,2
1585.0,40,0,103395,10,10,6,7,1,3,1,0,0,45,22,0
1586.0,51,0,71046,10,10,5,4,6,3,1,0,0,45,34,2
1587.0,28,1,125442,12,9,5,7,0,3,1,0,0,40,22,2
1588.0,22,0,169188,12,9,1,4,0,3,2,0,0,20,22,2
1589.0,23,0,121471,13,13,1,5,4,3,2,0,0,40,22,2
1590.0,65,0,207281,10,10,6,2,1,3,1,0,0,16,22,2
1591.0,26,5,46097,13,13,6,6,1,3,1,0,0,40,22,2
1592.0,20,6,206671,10,10,1,8,0,3,1,1055,0,50,22,2
1593.0,55,0,98361,0,14,6,6,1,3,1,15024,0,50,26,0
1594.0,38,1,322143,13,13,6,14,1,3,1,0,0,10,22,2
1595.0,33,0,149184,12,9,1,6,4,3,1,0,0,60,22,0
1596.0,33,5,119829,12,9,6,5,2,3,2,0,0,60,22,2
1597.0,37,0,910398,13,13,1,3,4,5,2,0,0,40,22,2
1598.0,19,0,176570,4,7,1,13,0,3,1,0,0,60,22,2
1599.0,24,0,216129,13,13,1,3,4,3,1,0,0,50,22,2
1600.0,30,0,27207,4,7,6,7,1,3,1,0,0,45,22,2
1601.0,57,2,68830,12,9,5,4,4,3,2,0,0,50,22,2
1602.0,22,2,178818,10,10,1,6,0,3,2,0,0,20,22,2
1603.0,57,0,236944,12,9,6,13,1,5,1,0,0,40,22,0
1604.0,46,2,273771,12,9,6,9,1,3,1,0,0,40,22,2
1605.0,67,0,318533,12,9,6,5,1,3,1,0,0,35,22,2
1606.0,35,6,451940,12,9,1,8,6,5,2,0,0,40,22,2
1607.0,47,0,102318,12,9,0,7,0,3,1,0,0,40,22,2
1608.0,39,0,379350,2,6,6,7,1,3,1,0,0,40,22,2
1609.0,50,0,21095,10,10,5,14,6,0,1,0,0,40,19,2
1610.0,58,1,211547,11,8,5,3,4,3,2,0,0,52,22,2
1611.0,36,0,85272,1,12,6,6,2,3,2,0,0,30,22,0
1612.0,45,0,46406,0,14,6,6,1,3,1,0,0,36,6,0
1613.0,54,0,53833,12,9,6,13,1,3,1,0,0,40,22,0
1614.0,26,0,161007,13,13,1,5,0,3,1,0,0,30,22,2
1615.0,60,0,53707,12,9,6,6,1,3,1,0,0,40,22,0
1616.0,46,0,370119,6,15,6,6,1,3,1,99999,0,60,22,0
1617.0,26,0,310907,10,10,6,4,2,3,2,0,0,35,22,2
1618.0,32,0,375833,4,7,1,7,5,3,1,0,0,40,22,2
1619.0,38,5,107513,12,9,6,1,1,3,1,0,0,40,22,2
1620.0,48,1,58683,10,10,6,3,1,3,1,0,0,70,22,0
1621.0,44,1,179557,12,9,6,4,1,3,1,0,1977,45,22,0
1622.0,37,0,70240,12,9,1,14,0,0,2,0,0,40,19,2
1623.0,44,0,147206,10,10,6,4,1,3,1,0,0,40,22,2
1624.0,31,0,175548,12,9,1,14,4,2,2,0,0,35,22,2
1625.0,61,1,163174,6,15,6,6,1,3,1,0,0,35,22,0
1626.0,51,0,126010,12,9,6,7,1,3,1,0,0,40,22,2
1627.0,52,0,147876,13,13,6,3,2,3,2,15024,0,60,22,0
1628.0,45,0,428350,12,9,6,13,2,3,2,0,1740,40,22,2
1629.0,36,6,200904,1,12,6,8,2,5,2,0,0,21,41,2
1630.0,39,0,328466,4,7,6,14,1,3,1,2407,0,70,3,2
1631.0,67,5,258973,12,9,5,14,4,3,2,0,0,24,22,2
1632.0,40,2,345969,1,12,6,5,1,3,1,0,0,40,22,0
1633.0,27,0,127796,3,3,1,0,4,3,1,0,0,35,3,2
1634.0,37,0,405723,8,2,6,13,1,3,1,0,0,40,3,2
1635.0,57,0,175942,10,10,6,4,1,3,1,0,0,50,22,0
1636.0,27,0,284196,2,6,5,14,4,3,2,0,0,40,22,2
1637.0,28,0,89718,12,9,1,3,4,3,2,2202,0,48,22,2
1638.0,34,3,175761,13,13,6,6,1,3,1,0,0,60,22,0
1639.0,54,0,206369,12,9,6,13,1,3,1,5178,0,50,22,0
1640.0,52,0,158993,12,9,5,14,5,5,2,0,0,38,22,2
1641.0,42,0,285066,13,13,6,6,1,3,1,0,0,45,22,0
1642.0,48,0,126754,0,14,6,6,1,3,1,15024,0,40,22,0
1643.0,65,2,209280,0,14,6,6,1,3,1,6514,0,35,22,0
1644.0,55,1,52888,6,15,6,6,2,3,2,0,0,10,22,2
1645.0,71,3,133821,12,9,6,5,2,3,2,0,0,20,22,0
1646.0,33,0,240763,10,10,6,13,1,5,1,0,0,40,22,2
1647.0,30,0,39054,12,9,6,3,1,3,1,0,0,40,22,2
1648.0,35,0,119272,13,13,6,4,1,3,1,0,0,55,22,0
1649.0,59,0,143372,2,6,5,5,4,5,2,0,0,40,22,2
1650.0,19,0,323421,10,10,1,12,0,3,1,0,0,20,22,2
1651.0,36,1,136028,7,5,6,7,1,3,1,0,0,30,22,2
1652.0,26,1,163189,12,9,1,3,0,3,1,0,0,40,22,2
1653.0,34,5,202729,12,9,6,2,1,3,1,0,0,40,22,2
1654.0,41,0,421871,12,9,6,7,1,5,1,0,0,40,22,0
1655.0,44,0,120277,13,13,6,6,1,3,1,15024,0,50,10,0
1656.0,26,6,211798,12,9,0,8,6,3,2,0,0,40,22,2
1657.0,47,0,198901,12,9,6,7,1,3,1,0,0,48,22,2
1658.0,18,0,214617,10,10,1,3,0,3,1,0,0,16,22,2
1659.0,55,1,179715,2,6,6,7,1,3,1,0,0,18,22,2
1660.0,49,5,107231,12,9,6,7,1,3,1,0,2002,40,22,2
1661.0,44,0,110355,13,13,6,4,1,3,1,0,0,40,22,0
1662.0,43,0,184378,13,13,1,6,4,3,1,0,0,40,22,2
1663.0,62,0,273454,15,4,6,2,1,3,1,0,0,40,15,2
1664.0,44,0,443040,12,9,6,12,1,5,1,0,0,40,22,2
1665.0,39,6,71701,12,9,5,8,6,3,2,0,0,40,22,2
1666.0,50,3,160151,10,10,6,3,1,3,1,0,0,60,22,0
1667.0,35,0,107991,4,7,1,3,4,3,1,0,0,45,22,2
1668.0,52,0,94391,12,9,6,5,1,3,1,0,0,40,22,2
1669.0,46,0,99835,6,15,6,6,1,3,1,0,0,60,22,0
1670.0,44,0,43711,1,12,6,3,1,3,1,7688,0,40,22,0
1671.0,43,0,83756,10,10,1,4,6,3,1,0,0,50,22,2
1672.0,51,0,120914,15,4,6,7,1,3,1,2961,0,40,22,2
1673.0,20,0,180052,10,10,1,3,0,3,1,0,0,20,22,2
1674.0,47,0,170846,1,12,6,5,2,3,2,0,0,40,10,0
1675.0,43,0,37937,0,14,5,4,6,3,1,0,0,50,22,2
1676.0,64,6,168340,12,9,6,8,1,3,1,0,0,40,26,0
1677.0,24,0,38455,10,10,1,7,4,3,1,0,0,40,22,2
1678.0,27,7,128059,10,10,6,7,1,3,1,0,0,50,22,2
1679.0,32,0,420895,12,9,6,1,1,3,1,0,0,40,22,2
1680.0,37,0,166744,12,9,5,14,6,3,2,0,0,12,22,2
1681.0,26,0,238768,12,9,6,13,1,3,1,0,0,60,22,2
1682.0,43,0,176270,13,13,6,4,1,3,1,99999,0,60,22,0
1683.0,50,0,140592,12,9,6,13,2,3,2,0,0,40,22,2
1684.0,20,1,211466,12,9,1,1,0,3,1,0,0,80,22,2
1685.0,37,0,188540,12,9,6,4,1,3,1,0,1902,45,22,0
1686.0,43,0,39581,12,9,1,14,4,5,2,0,0,45,22,2
1687.0,37,0,171150,12,9,6,4,1,3,1,0,1887,50,22,0
1688.0,53,0,117496,7,5,5,14,4,3,2,0,0,36,13,2
1689.0,44,0,145160,9,16,6,6,1,3,1,0,0,40,22,0
1690.0,25,0,28520,12,9,1,14,4,3,2,0,0,40,22,2
1691.0,17,0,103851,4,7,1,5,0,3,2,1055,0,20,22,2
1692.0,19,0,375077,12,9,1,3,0,3,1,0,0,50,22,2
1693.0,53,2,281590,12,9,6,4,2,3,2,15024,0,40,22,0
1694.0,44,0,151504,10,10,6,3,1,3,1,0,0,50,22,2
1695.0,51,0,415287,12,9,6,13,1,5,1,0,1902,40,22,0
1696.0,49,0,32212,12,9,6,4,2,3,2,0,0,43,22,2
1697.0,35,0,123606,10,10,6,12,1,3,1,0,0,40,22,2
1698.0,44,0,202565,12,9,5,7,4,3,1,0,0,45,22,2
1699.0,54,0,177927,0,14,6,6,1,3,1,0,0,60,22,2
1700.0,37,0,256723,10,10,5,5,6,5,2,0,0,35,22,2
1701.0,18,0,46247,10,10,1,14,0,3,2,0,0,15,22,2
1702.0,24,0,266926,10,10,6,12,1,3,1,0,0,40,22,2
1703.0,29,0,112031,12,9,5,7,4,3,2,0,0,50,22,2
1704.0,22,6,376277,10,10,5,8,4,3,2,0,0,35,22,2
1705.0,35,0,168817,12,9,1,13,4,3,1,0,0,40,22,2
1706.0,56,0,187487,12,9,6,7,1,3,1,0,0,48,22,0
1707.0,32,6,158784,15,4,2,8,4,3,2,0,0,40,22,2
1708.0,24,0,67222,13,13,1,13,4,0,1,0,0,45,7,2
1709.0,43,0,201723,0,14,6,4,1,3,1,0,1902,40,22,0
1710.0,73,0,267408,12,9,2,3,5,3,2,0,0,15,22,2
1711.0,47,7,168191,10,10,6,7,1,3,1,0,0,40,26,2
1712.0,49,0,105444,11,8,6,13,1,3,1,0,0,39,22,2
1713.0,38,0,156728,13,13,6,3,1,3,1,0,0,40,22,0
1714.0,31,0,148600,12,9,6,13,1,5,1,0,0,40,22,2
1715.0,39,0,19914,10,10,5,5,6,1,2,0,0,40,22,2
1716.0,42,0,190767,13,13,5,5,4,3,2,0,0,40,22,2
1717.0,41,0,233955,0,14,6,6,1,0,1,0,0,45,7,0
1718.0,35,0,30381,13,13,6,3,1,3,1,0,0,45,22,0
1719.0,38,0,187069,12,9,6,1,1,3,1,0,0,45,22,2
1720.0,31,0,367314,12,9,5,5,4,3,2,0,0,40,22,2
1721.0,51,5,101119,12,9,6,2,1,3,1,0,0,70,22,2
1722.0,38,0,86551,13,13,5,3,4,3,1,0,0,48,22,0
1723.0,40,5,218995,10,10,6,4,1,3,1,0,0,42,22,0
1724.0,21,0,57711,12,9,1,14,4,3,2,0,0,30,22,2
1725.0,44,0,303521,10,10,5,7,4,3,1,0,0,40,22,2
1726.0,55,0,199067,12,9,6,7,1,3,1,0,0,40,22,0
1727.0,29,0,247445,12,9,5,3,4,3,1,0,0,45,22,2
1728.0,49,0,186078,0,14,6,6,2,3,2,0,0,50,22,0
1729.0,31,0,77634,14,11,6,14,1,3,1,0,0,42,22,2
1730.0,24,0,180060,0,14,1,4,0,3,1,6849,0,90,22,2
1731.0,46,0,56482,10,10,1,4,4,5,1,0,0,40,22,2
1732.0,26,0,314177,12,9,1,3,4,5,1,0,0,40,22,2
1733.0,35,0,239755,13,13,1,14,4,3,1,0,0,38,22,2
1734.0,27,0,377680,14,11,1,3,4,3,1,0,0,50,22,2
1735.0,64,1,134960,13,13,6,4,1,3,1,15024,0,35,22,0
1736.0,26,0,294493,13,13,1,7,5,3,1,0,0,40,22,2
1737.0,21,0,32616,12,9,1,14,4,3,2,0,1719,16,22,2
1738.0,45,0,182655,13,13,5,14,4,3,1,0,0,45,26,0
1739.0,57,5,52267,12,9,6,1,1,3,1,0,0,72,22,2
1740.0,30,0,117963,13,13,6,5,1,3,1,0,0,40,22,0
1741.0,45,0,98881,4,7,6,14,2,3,2,0,0,32,22,2
1742.0,50,0,196963,15,4,5,7,4,3,2,0,0,30,22,2
1743.0,38,0,166988,13,13,1,5,0,3,2,0,0,40,22,2
1744.0,43,1,193459,10,10,6,7,1,3,1,0,0,60,22,2
1745.0,42,0,182342,10,10,2,4,4,3,2,0,0,55,22,2
1746.0,32,0,496743,13,13,1,6,0,3,1,0,0,40,22,2
1747.0,20,0,154781,12,9,1,5,4,3,2,0,0,40,22,2
1748.0,27,0,219371,12,9,1,14,4,3,2,0,0,35,22,2
1749.0,45,0,99179,4,7,2,5,6,3,2,0,0,40,22,2
1750.0,40,0,224910,12,9,1,13,4,3,2,0,0,40,22,2
1751.0,38,0,304651,12,9,5,1,4,3,1,0,0,60,22,2
1752.0,37,0,349689,12,9,5,5,6,3,2,0,0,40,22,2
1753.0,60,0,106850,2,6,5,13,4,3,2,0,0,40,22,2
1754.0,53,1,196328,12,9,6,4,1,5,1,0,0,45,22,0
1755.0,25,0,169323,13,13,6,4,0,3,2,0,0,40,22,2
1756.0,47,1,162924,13,13,5,4,4,0,1,0,0,60,37,2
1757.0,40,1,34037,12,9,1,0,4,3,1,0,0,70,22,2
1758.0,51,6,167651,12,9,6,8,1,3,1,0,0,40,22,2
1759.0,19,0,197384,10,10,1,14,0,3,2,0,0,10,22,2
1760.0,42,0,251795,10,10,6,6,2,3,2,0,0,50,22,0
1761.0,65,6,266081,12,9,6,8,1,3,1,0,0,40,22,2
1762.0,41,0,165309,13,13,5,5,6,3,2,0,0,40,22,2
1763.0,28,0,215873,2,6,1,13,0,5,1,0,0,45,22,2
1764.0,46,0,133938,0,14,5,4,4,3,2,27828,0,50,22,0
1765.0,49,0,159816,13,13,6,6,2,3,2,99999,0,20,22,0
1766.0,24,0,228424,12,9,1,12,5,5,1,0,0,40,22,2
1767.0,32,0,195576,4,7,6,13,1,3,1,0,0,40,22,2
1768.0,71,0,105200,12,9,6,2,1,3,1,6767,0,20,22,2
1769.0,26,0,167350,10,10,6,9,1,3,1,3103,0,40,22,0
1770.0,29,0,52199,12,9,4,2,4,3,1,0,0,40,22,2
1771.0,50,0,171338,10,10,6,4,1,3,1,99999,0,50,22,0
1772.0,51,0,120173,14,11,6,7,1,3,1,3103,0,50,22,0
1773.0,17,6,158762,2,6,1,8,0,3,2,0,0,20,22,2
1774.0,49,0,169818,12,9,6,14,2,5,2,0,0,40,22,0
1775.0,31,0,288419,2,6,6,13,1,3,1,0,0,40,22,2
1776.0,23,0,207546,4,7,6,13,1,3,1,0,0,40,22,2
1777.0,59,5,147707,12,9,2,0,6,3,1,0,2339,40,22,2
1778.0,17,6,228373,2,6,1,8,0,3,1,0,0,30,22,2
1779.0,43,0,193882,10,10,6,3,1,3,1,7688,0,40,22,0
1780.0,38,0,31033,13,13,6,3,1,3,1,7298,0,40,22,0
1781.0,37,0,272950,12,9,6,4,1,3,1,0,0,40,22,2
1782.0,29,0,183523,2,6,1,14,0,3,1,0,0,40,22,2
1783.0,39,0,238415,13,13,6,4,1,3,1,0,0,50,22,0
1784.0,31,0,19302,1,12,1,5,4,3,1,2202,0,38,22,2
1785.0,42,5,339671,13,13,4,6,4,3,2,8614,0,45,22,0
1786.0,35,5,103260,0,14,6,6,2,3,2,0,0,35,22,0
1787.0,39,0,79331,0,14,6,4,1,0,1,15024,0,40,22,0
1788.0,40,0,135056,1,12,5,5,6,3,2,0,0,40,22,2
1789.0,66,0,142723,3,3,4,12,6,3,2,0,0,40,38,2
1790.0,30,7,188569,7,5,6,9,1,3,1,0,0,40,22,2
1791.0,43,0,57322,1,12,5,7,4,3,1,0,0,40,22,2
1792.0,47,0,178309,7,5,1,14,6,3,2,0,0,50,22,2
1793.0,45,0,166107,0,14,1,5,4,0,2,0,0,40,19,2
1794.0,31,0,53042,10,10,6,13,1,5,1,0,0,40,20,2
1795.0,33,0,155343,12,9,6,3,1,3,1,3103,0,40,22,0
1796.0,32,0,35595,13,13,1,5,4,3,1,0,0,40,22,2
1797.0,28,0,429507,1,12,6,12,1,5,1,0,0,40,22,2
1798.0,50,7,159670,12,9,6,5,1,3,1,0,0,40,22,0
1799.0,63,0,151210,15,4,5,3,4,3,2,0,0,40,22,2
1800.0,28,0,186792,13,13,6,5,1,3,1,0,0,40,22,2
1801.0,38,0,204640,10,10,2,5,6,5,2,0,0,40,22,2
1802.0,52,0,87205,12,9,5,14,4,3,2,0,0,38,22,2
1803.0,38,3,112847,6,15,6,6,1,0,1,0,0,40,22,0
1804.0,41,0,107306,12,9,1,4,4,3,1,2174,0,40,22,2
1805.0,50,2,211319,0,14,1,6,4,3,1,0,0,38,22,2
1806.0,59,0,183606,4,7,6,13,1,3,1,0,0,40,22,2
1807.0,32,0,205390,12,9,6,3,1,3,1,0,0,49,22,2
1808.0,73,5,232871,15,4,6,2,1,3,1,2228,0,10,22,2
1809.0,52,3,101017,12,9,5,4,6,3,1,0,0,38,22,2
1810.0,57,0,114495,12,9,6,4,1,3,1,0,0,60,22,2
1811.0,35,0,183898,14,11,6,4,1,3,1,7298,0,50,22,0
1812.0,51,0,163921,13,13,6,1,1,3,1,0,0,56,22,0
1813.0,22,0,311764,4,7,2,3,0,5,2,0,0,35,22,2
1814.0,49,0,188330,12,9,6,3,1,3,1,0,0,40,22,0
1815.0,22,0,267174,12,9,1,12,0,5,1,0,0,40,22,2
1816.0,46,5,36228,12,9,6,7,1,3,1,0,1902,40,22,2
1817.0,48,0,199739,12,9,5,7,6,3,2,0,0,40,22,2
1818.0,52,0,185407,12,9,6,7,1,3,1,0,0,40,26,2
1819.0,43,2,206139,13,13,6,5,1,3,1,0,0,50,22,0
1820.0,25,0,282063,15,4,6,12,1,3,1,0,0,40,3,2
1821.0,31,0,332379,15,4,1,7,4,3,1,0,0,40,22,2
1822.0,19,0,418324,10,10,1,3,0,3,1,0,0,36,22,2
1823.0,19,6,263338,10,10,1,8,0,3,1,0,0,45,22,2
1824.0,51,0,158948,12,9,6,1,1,3,1,0,0,84,22,0
1825.0,51,0,221532,13,13,5,4,6,3,1,0,0,40,22,0
1826.0,22,1,202920,12,9,1,6,6,3,2,99999,0,40,29,0
1827.0,37,5,118909,12,9,5,5,6,5,2,0,0,35,22,2
1828.0,19,0,286469,10,10,1,3,0,3,2,0,0,30,22,2
1829.0,45,0,191914,12,9,5,1,6,3,2,0,0,55,22,2
1830.0,21,2,142766,10,10,1,14,0,3,1,0,0,10,22,2
1831.0,52,0,198744,12,9,2,3,4,3,2,0,0,40,22,2
1832.0,46,5,272780,10,10,6,6,1,3,1,0,0,24,22,2
1833.0,42,2,219553,0,14,5,6,4,3,2,0,0,38,22,2
1834.0,56,0,261232,12,9,1,7,4,3,1,0,0,40,22,2
1835.0,23,0,64292,12,9,1,5,4,3,2,0,0,40,22,2
1836.0,58,0,312131,0,14,6,3,1,3,1,0,0,40,22,2
1837.0,70,0,30713,12,9,6,0,1,3,1,0,0,30,22,2
1838.0,30,0,246439,10,10,5,5,6,3,1,0,0,40,22,2
1839.0,45,0,338105,13,13,6,5,1,0,1,0,0,40,19,2
1840.0,23,0,228243,10,10,1,7,4,3,1,0,0,44,22,2
1841.0,34,5,62463,10,10,6,1,1,3,1,0,1579,40,22,2
1842.0,38,0,31603,13,13,6,7,2,3,2,0,0,40,22,2
1843.0,24,0,165054,14,11,6,7,1,3,1,0,0,40,22,2
1844.0,53,0,121618,15,4,1,1,4,1,1,0,0,40,22,2
1845.0,45,7,273194,12,9,1,1,4,5,1,3325,0,40,22,2
1846.0,21,6,163665,10,10,1,8,0,3,2,0,0,40,22,2
1847.0,21,0,538319,10,10,1,14,0,3,2,0,0,40,38,2
1848.0,34,0,238246,13,13,1,6,4,3,2,0,0,40,22,2
1849.0,32,3,244665,12,9,6,7,1,3,1,5178,0,45,22,0
1850.0,21,0,131811,12,9,6,12,1,3,1,0,0,40,22,2
1851.0,63,6,231777,0,14,6,8,1,3,1,0,0,30,22,2
1852.0,23,0,156807,7,5,1,12,0,5,1,0,0,36,22,2
1853.0,28,0,236861,13,13,5,7,6,3,1,0,0,50,22,2
1854.0,29,1,229842,12,9,1,1,6,5,1,0,0,45,22,2
1855.0,25,5,190057,13,13,1,6,0,3,2,0,0,40,22,2
1856.0,44,2,55076,0,14,1,6,4,3,2,0,0,60,22,2
1857.0,18,0,152545,12,9,1,14,0,3,2,0,0,8,22,2
1858.0,26,0,153434,12,9,1,14,0,3,1,0,0,24,22,2
1859.0,47,5,171095,1,12,6,5,2,3,2,0,0,35,22,0
1860.0,23,0,239322,12,9,5,3,4,3,1,0,0,40,22,2
1861.0,46,0,138999,10,10,6,13,1,3,1,0,0,40,22,2
1862.0,61,5,95450,13,13,6,4,1,3,1,5178,0,50,22,0
1863.0,25,0,176520,12,9,1,7,5,3,1,0,0,40,22,2
1864.0,38,5,72338,12,9,6,2,1,0,1,0,0,54,22,0
1865.0,60,6,386261,13,13,4,8,6,5,2,0,0,15,22,2
1866.0,23,0,235722,10,10,1,14,4,3,1,0,0,20,22,2
1867.0,36,7,128884,12,9,5,5,4,3,2,0,0,48,22,2
1868.0,46,0,187226,7,5,5,14,4,3,1,0,0,25,22,2
1869.0,32,1,298332,13,13,6,6,1,3,1,0,0,45,22,0
1870.0,40,0,173607,2,6,6,1,1,3,1,0,0,40,22,2
1871.0,31,0,226756,12,9,1,5,0,5,1,0,0,40,22,2
1872.0,31,0,157887,10,10,6,4,1,3,1,0,0,65,22,0
1873.0,32,2,171111,13,13,1,5,4,3,1,0,0,37,22,2
1874.0,21,0,126314,10,10,1,14,0,3,1,0,0,10,22,2
1875.0,63,0,174018,10,10,6,3,1,5,1,0,0,40,22,0
1876.0,44,0,144778,10,10,0,4,4,3,1,0,0,45,22,0
1877.0,42,1,201522,13,13,6,3,1,3,1,0,0,60,22,2
1878.0,23,6,22966,13,13,1,8,0,3,1,0,0,35,22,2
1879.0,30,0,399088,10,10,5,5,4,3,2,0,0,45,22,2
1880.0,24,0,282202,12,9,1,14,6,3,1,0,0,40,33,2
1881.0,42,0,102606,13,13,6,9,1,3,1,0,0,40,22,0
1882.0,44,1,246862,12,9,6,6,2,3,2,0,0,40,10,0
1883.0,27,7,508336,13,13,1,4,4,5,1,0,0,48,22,2
1884.0,27,5,263431,10,10,1,4,6,3,1,0,0,40,22,2
1885.0,22,0,235733,12,9,1,14,4,3,2,0,0,45,22,2
1886.0,68,0,107910,12,9,1,3,4,3,2,0,0,40,22,2
1887.0,55,1,184425,10,10,6,0,1,3,1,0,0,99,22,0
1888.0,22,1,143062,12,9,1,14,0,3,1,0,0,40,27,2
1889.0,25,0,199545,10,10,6,4,2,3,2,0,0,15,22,2
1890.0,68,1,197015,12,9,6,0,1,3,1,0,0,45,22,2
1891.0,62,0,149617,10,10,2,4,4,3,2,0,0,16,22,2
1892.0,26,0,33610,12,9,5,14,5,3,1,0,0,40,22,2
1893.0,34,0,192002,0,14,6,6,1,3,1,0,0,55,22,0
1894.0,68,0,67791,10,10,2,3,4,3,1,0,0,40,22,2
1895.0,42,5,445382,13,13,0,4,4,3,1,0,0,45,22,0
1896.0,45,0,112283,13,13,6,3,1,3,1,0,0,55,22,2
1897.0,26,0,157249,4,7,1,1,4,3,1,0,0,40,22,2
1898.0,25,0,109872,12,9,6,13,1,3,1,0,0,45,22,2
1899.0,23,0,119838,13,13,1,6,0,3,1,0,0,50,22,2
1900.0,29,0,149943,10,10,1,14,4,2,1,0,1590,40,26,2
1901.0,65,8,27012,15,4,2,0,6,3,2,0,0,50,22,2
1902.0,31,0,91666,12,9,1,1,4,3,1,0,0,50,22,2
1903.0,26,0,270276,12,9,1,5,4,3,2,0,0,40,22,2
1904.0,39,0,179271,10,10,6,7,1,3,1,0,0,50,22,0
1905.0,44,0,161819,12,9,6,13,1,3,1,0,0,40,22,0
1906.0,45,5,339681,0,14,5,6,6,3,2,1506,0,45,22,2
1907.0,26,1,219897,0,14,1,6,4,3,2,0,0,50,22,2
1908.0,26,0,91683,2,6,6,1,1,3,1,0,0,35,22,2
1909.0,36,0,188834,7,5,6,1,1,3,1,0,0,50,22,2
1910.0,38,0,187046,4,7,6,7,1,3,1,0,0,45,22,2
1911.0,39,0,191807,12,9,1,13,6,3,1,0,0,48,22,2
1912.0,52,3,179951,6,15,6,4,1,3,1,0,0,40,22,2
1913.0,39,0,324420,8,2,6,7,1,3,1,0,0,45,3,2
1914.0,41,1,66632,10,10,5,7,4,3,1,0,0,40,22,2
1915.0,42,5,121718,0,14,6,4,1,3,1,0,1902,60,22,0
1916.0,47,0,162034,13,13,6,3,1,3,1,0,0,70,22,2
1917.0,28,5,218990,14,11,6,2,1,5,1,0,0,46,22,2
1918.0,25,5,125863,13,13,1,6,0,3,1,0,0,35,22,2
1919.0,35,0,225330,13,13,1,5,4,3,2,0,0,40,22,2
1920.0,32,0,120426,12,9,0,5,6,3,2,0,0,40,22,2
1921.0,38,0,119741,0,14,6,7,1,5,1,0,0,40,22,0
1922.0,44,0,32000,10,10,6,9,1,3,1,0,0,18,22,0
1923.0,21,6,124242,10,10,1,8,0,3,2,0,0,40,22,2
1924.0,27,0,278581,13,13,1,3,0,3,2,0,0,40,22,2
1925.0,30,0,230224,13,13,1,4,4,3,1,0,0,55,22,0
1926.0,30,0,204374,13,13,1,3,4,3,1,0,1741,48,22,2
1927.0,45,0,188386,12,9,6,12,1,3,1,0,1628,45,22,2
1928.0,20,0,164922,12,9,1,7,0,3,1,0,0,40,22,2
1929.0,57,0,195176,0,14,1,6,4,3,1,0,0,80,22,2
1930.0,43,0,166740,10,10,5,5,4,3,1,0,0,48,22,2
1931.0,50,6,156008,4,7,6,8,0,5,2,0,0,40,22,2
1932.0,28,0,162551,15,4,6,13,5,0,2,0,0,48,7,2
1933.0,25,0,211231,12,9,6,9,5,3,2,0,0,48,22,0
1934.0,25,0,169990,12,9,6,3,1,3,1,0,0,40,22,2
1935.0,90,0,221832,13,13,6,4,1,3,1,0,0,45,22,2
1936.0,38,5,255454,13,13,0,6,6,5,1,0,0,40,22,2
1937.0,35,0,28160,13,13,4,4,6,3,2,0,0,40,22,2
1938.0,50,2,159219,13,13,6,4,1,3,1,0,0,40,13,0
1939.0,26,5,103148,12,9,1,5,4,3,2,0,0,40,22,2
1940.0,39,0,165186,10,10,6,0,1,3,1,0,0,45,22,2
1941.0,56,0,31782,2,6,6,3,1,3,1,0,0,40,22,2
1942.0,24,5,249101,12,9,5,2,6,5,2,0,0,40,22,2
1943.0,46,0,243190,12,9,6,5,2,3,2,7688,0,40,22,0
1944.0,18,5,153405,4,7,1,5,5,3,2,0,0,25,22,2
1945.0,37,0,329980,0,14,6,4,1,3,1,0,2415,60,22,0
1946.0,57,0,176079,0,14,5,6,4,3,2,0,0,40,22,2
1947.0,43,2,218542,12,9,1,5,6,5,2,0,0,40,22,2
1948.0,29,2,303446,13,13,6,6,1,3,1,0,0,25,31,2
1949.0,40,0,102606,0,14,6,4,1,3,1,0,0,40,22,0
1950.0,44,1,483201,13,13,6,4,1,3,1,0,0,40,22,2
1951.0,77,5,144608,12,9,6,4,1,3,1,0,0,6,22,2
1952.0,30,0,226013,13,13,1,6,4,5,1,0,0,40,22,2
1953.0,21,0,165475,12,9,6,13,1,3,1,0,0,40,22,2
1954.0,66,0,263637,2,6,6,2,1,3,1,0,0,40,22,2
1955.0,40,0,201495,4,7,1,1,0,3,1,0,0,35,22,2
1956.0,68,0,213720,12,9,6,3,1,3,1,0,0,40,22,2
1957.0,64,0,170483,12,9,2,14,4,3,2,0,0,38,22,2
1958.0,26,0,214303,13,13,1,6,4,3,2,0,0,50,22,2
1959.0,32,0,190511,10,10,6,4,1,3,1,0,0,40,22,0
